ComponentEventTemplate	Label	Count
postfix/cleanup 20A29F200E0 : message-id = <20060711130256.20A29F200E0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d6a2	-	44
postfix/cleanup 25793F200A6 : message-id = <20060604100221.1BB81F200A7@#56#.#207#>	-	1
postfix/cleanup DB78DF20134 : message-id = <20060701044257.DB78DF20134@#56#.#207#>	-	1
ib_sm [ib_sm_discovery.c : 810] : local_node <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port_num = <*> , port state <*> not active	-	12
kernel MOSAL(1) : file_pgoff = 0xba2f	-	1
kernel MOSAL(1) : file_pgoff = 0xf794	-	1
kernel MOSAL(1) : file_pgoff = 0xe1a2	-	1
"(root-15489) Resolved address "" xml : readonly : <*> "" to a read-only configuration source at position <*>"	-	1
kernel MOSAL(1) : file_pgoff = 0x1ccc4	-	42
kernel VIPKL : Failed (MT_EAGAIN) priv_mosal_mlock for addr = 0x1F3B5000 size = 0xF000	-	1
kernel MOSAL(1) : file_pgoff = 0x1d672	-	1
kernel MOSAL(1) : file_pgoff = 0x16754	-	1
kernel MOSAL(1) : file_pgoff = 0x2d495	-	5
kernel MOSAL(1) : file_pgoff = 0xa9df	-	3
postfix/cleanup 4F282F200A7 : message-id = <20060413172250.4F282F200A7@#56#.#207#>	-	1
pam_limits process_limit : processing hard nofile <*> for DEFAULT	-	23
moab INFO : parameter <*> assigned string value <*> = <*>	-	3
kernel 00000101b98dc7f0 <*>	-	1
dhcpd DHCPREQUEST for <*> from <*> : <*> : <*> : e4 : dc : da via eth1	-	2
kernel MOSAL(1) : file_pgoff = 0x2d3e3	-	3
kernel MOSAL(1) : file_pgoff = 0x2d6aa	-	1
ib_sm [ib_sm_discovery.c : 1462] : Updating existing node <*> : <*> : ad : <*> : <*> : <*> : <*> : <*>	-	8
kernel megaraid : fw version : [521S] bios version : [H430]	-	284
postfix/cleanup E792F518EA3 : message-id = <20051113151508.E792F518EA3@tbird-#206#>	-	1
postfix/cleanup 05080F200A8 : message-id = <20060709140253.05080F200A8@#56#.#207#>	-	1
kernel pan_ips : error -- cmd logout , 0x23a1 (pan_sock : timeout) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_cmd.c : <*>	-	150
postfix/cleanup D9C0CF20131 : message-id = <20060407051002.D9C0CF20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x801f	-	4
postfix/cleanup 86CB151827B : message-id = <20060217024746.86CB151827B@tbird-#206#>	-	1
postfix/cleanup 08A61F20097 : message-id = <20060702044749.08A61F20097@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15b5a	-	1
kernel MOSAL(1) : file_pgoff = 0xaa1b	-	319
postfix/cleanup 779EB518BAE : message-id = <20060523184324.779EB518BAE@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1adc4	-	11
kernel Swap cache : add <*> , delete <*> , find <*> <*> , batch <*>	-	2
postfix/cleanup 21217F200A7 : message-id = <20060414144003.21217F200A7@#56#.#207#>	-	1
postfix/cleanup B3002518AFF : message-id = <20060505222136.B3002518AFF@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10b69	-	4
kernel oom-killer : gfp_mask = 0xd2	-	448
dhcpd DHCPDISCOVER from <*> : <*> : <*> : <*> : <*> <*> aa via eth1 : network <*> : no free leases	-	282
kernel MOSAL(1) : file_pgoff = 0x1a705	-	1
kernel dcdbas : module license 'unspecified' taints kernel.	-	45
kernel SCSI device sda : <*> 512-byte hdwr sectors <*> MB)	-	4244
postfix/cleanup 35C445180EC : message-id = <20051210083609.35C445180EC@tbird-#206#>	-	1
postfix/cleanup 4029BAC4073 : message-id = <20060514100203.38856AC4074@tbird-#2124#>	-	1
postfix/cleanup 53D78F20131 : message-id = <20060427214603.53D78F20131@#56#.#207#>	-	1
postfix/cleanup 7FFBBF200A3 : message-id = <20060703090247.7FFBBF200A3@#56#.#207#>	-	1
ib_sm [ib_sm_bringup.c : 562] : Program port state , node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : df , port = <*> , current state <*> , neighbor node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : df , port = <*> , current state <*>	-	6
kernel <ffffffff8017c899>{do_kern_mount+161} <ffffffff801923df>{do_mount+1813}	-	1
Node 0 Normal 0*4kB 22*8kB 27*16kB 0*32kB 1*64kB 4*128kB 9*256kB 0*512kB 0*1024kB 0*2048kB 0*4096kB = 3488kB	-	1
postfix/cleanup 68EBDF20126 : message-id = <20060424112244.68EBDF20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1c9ed	-	1
kernel Lustre : OSC_ca869_ostca878sdd_MNT_client-00000100bfc21400 : Connection restored to service ostca878sdd using nid <*> @vib.<6>Lustre : Skipped <*> previous similar messages	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5d0	-	1
postfix/cleanup 4A429F200A3 : message-id = <20060704152758.4A429F200A3@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d4a3	-	4
kernel MOSAL(1) : file_pgoff = 0x1a0f4	-	1
kernel MOSAL(1) : file_pgoff = 0x111a7	-	1
kernel MOSAL(1) : pi WRITE	-	1
dhcpd DHCPREQUEST for <*> from <*> : <*> : <*> : <*> : <*> <*> <*> via eth1	-	167
postfix/cleanup 0C416973C3 : message-id = <20060405061907.0C416973C3@#1745#>	-	1
kernel hub 1-3 : 1.0 : hub_port_status failed (err = -110)	-	1
kernel MOSAL(1) : file_pgoff = 0x10726	-	4
postfix/cleanup 929E85180A4 : message-id = <20051121042334.929E85180A4@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f8ed	-	2
kernel MOSAL(1) : file_pgoff = 0x1f1cd	-	1
xfs <*>	-	1
kernel panfs mount : Read Ahead is turned ON at level <*>	-	3253
kernel MOSAL(1) : file_pgoff = 0x1bd9c	-	1
ib_sm.test [INFO] : route program elapsed time = 2657517usec	-	1
PBS_Server wait_request , timeout connection from <*> <*> seconds)	-	1
postfix/cleanup E63E85181D1 : message-id = <20060120150345.E63E85181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xd70c	-	2
ib_sm [INFO] : DB Cold synchronization elapsed time = <*>	-	87
sshd debug1 : Entering interactive session for SSH2.	-	1
divert not allocating divert_blk for non-ethernet device lo	-	1
Server Administrator Instrumentation Service EventID : <*> Voltage sensor detected a failure value Sensor location : BMC PROC VTT Chassis location : Main System Chassis Previous state was : Unknown Discrete voltage state : Bad	-	1
kernel MOSAL(1) : file_pgoff = 0x1fc2d	-	2
sshd debug2 : mac_init : found <*>	-	2
ib_sm.x [ib_sm_sweep.c : 433] : IB node <*> port <*> had discovery timeout	-	7
kernel MOSAL(1) : file_pgoff = 0x29e99	-	1
ib_sm.x [ib_sm_sweep.c : <*> : Switch reported state change	-	22
kernel MOSAL(1) : file_pgoff = 0x13df3	-	2
postfix/cleanup ED243519163 : message-id = <20051114091509.ED243519163@tbird-#206#>	-	1
postfix/cleanup 3FF0B864ABE : message-id = <20060702154316.3FF0B864ABE@#56#.#207#>	-	1
postfix/cleanup 89242518A76 : message-id = <20060414023111.89242518A76@tbird-#206#>	-	1
postfix/cleanup 5E67C3B8003 : message-id = <20060526040000.5E67C3B8003@tbird-#2837#>	-	1
kernel MOSAL(1) : file_pgoff = 0x999a	-	310
postfix/cleanup 5EA5EAC4074 : message-id = <20060504210333.5EA5EAC4074@tbird-#2124#>	-	1
postfix/cleanup CC240F200A9 : message-id = <20060416120402.CC240F200A9@#56#.#207#>	-	1
postfix/cleanup 77B26864ABE : message-id = <20060706222247.77B26864ABE@#56#.#207#>	-	1
kernel SCSI subsystem driver Revision : 1.00	-	1
postfix/cleanup D80DC518CDA : message-id = <20060617221257.D80DC518CDA@tbird-#206#>	-	1
postfix/cleanup 25097518AFD : message-id = <20060331065814.25097518AFD@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xbe71	-	2
"RT Can't locate object method "" new "" via package "" RAS : : Event : : SM "" at RAS.pm line 1631. (/opt/rt3/lib/RT.pm : 317)"	-	1
kernel MOSAL(1) : file_pgoff = 0x1f2fc	-	2
kernel kpanfs_thpool S <*> <*> <*> <*> <*> <*> (L-TLB)	-	7
postfix/cleanup B6B375181D1 : message-id = <20060120184332.B6B375181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x29e23	-	1
kernel LustreError : <*> : <*> : (client.c : <*> : ptlrpc_check_reply()) @@@ ABORTED : <*> <*> <*> : <*> lens <*> ref <*> fl Rpc : <*> rc 0/0	-	6
postfix/cleanup 1AD56AC4074 : message-id = <20060509160745.1AD56AC4074@tbird-#2124#>	-	1
ib_sm.x [ib_sm_bringup.c : <*> : Force neighbor port (node = <*> , port = <*> to DOWN because state(1) should be active but not.	-	4
kernel MOSAL(1) : file_pgoff = 0x29e9f	-	5
postfix/cleanup 7C5BBF2009C : message-id = <20060617190755.7C5BBF2009C@#56#.#207#>	-	1
postfix/cleanup D7D03F20131 : message-id = <20060626153259.D7D03F20131@#56#.#207#>	-	1
web_agent.x [INFO] : Web Agent v2.0	-	40
kernel MOSAL(1) : file_pgoff = 0xa3f0	-	1
kernel MOSAL(1) : file_pgoff = 0x803a	-	1
kernel <*> <*> <*> <*> USER	-	28863
kernel pan_ips : error -- cmd_destroy : invoking callback on aborted (rc = 0x1d78 (IPS : command timed out)) command <*>	-	39118
smartd <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	27
kernel MOSAL(1) : file_pgoff = 0x2d5a2	-	2
kernel MOSAL(1) : file_pgoff = 0xc266	-	2
postfix/cleanup F1FDBAC4083 : message-id = <20060424170503.F1FDBAC4083@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x7fc0	-	1
postfix/cleanup 1E8F851818F : message-id = <20060110001639.1E8F851818F@tbird-#206#>	-	1
kernel VIPKL(1) : [create_mr] MM_bld_hh00000	-	1
postfix/cleanup 95BD8864ABE : message-id = <20060703104249.95BD8864ABE@#56#.#207#>	-	1
ib_sm [ib_sm_sweep.c : <*> : Switch reported state change	-	59
kernel MOSAL(1) : file_pgoff = 0x1a833	-	6
kernel MOSAL(1) : file_pgoff = 0x7470	-	5
kernel MOSAL(1) : file_pgoff = 0xca82	-	3
kernel MOSAL(1) : file_pgoff = 0x1ae53	-	1
kernel MOSAL(1) : file_pgoff = 0x13c58	-	1
Inode-cache hash table entries <*> (order : <*> , <*> bytes)	-	2
sshd(pam_unix) authentication failure ; logname = uid = <*> euid = <*> tty = ssh ruser = rhost = <*>	-	5
kernel MOSAL(1) : file_pgoff = 0x17003	-	1
postfix/cleanup 9DB40518A3F : message-id = <20060404101320.9DB40518A3F@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d72f	-	19
sendmail <*> : to = root , delay = <*> : <*> : <*> , mailer = relay , pri = <*> , stat = queued	-	7
kernel Node <*> DMA <*> <*>	-	5596
kernel Kernel command line : ro root = /dev/VolGroup00/LogVol00 console = ttyS0 , <*> console = tty0 rhgb quiet	-	2
sshd User <*> not allowed because /etc/nologin exists	-	8
kernel warning : many lost ticks.	-	67
moab INFO : updating group fairshare	-	1
kernel MOSAL(1) : file_pgoff = 0x808b	-	1
kernel 00000101bedab030 00000000000074ca	-	1
kernel MOSAL(1) : file_pgoff = 0x146cc	-	1
sshd Password authentication for user <*> accepted.	-	237
kernel MOSAL(1) : file_pgoff = 0x1d946	-	1
postfix/cleanup 4578EF200A2 : message-id = <20060709000300.4578EF200A2@#56#.#207#>	-	1
postfix/cleanup 31748F20126 : message-id = <20060405105502.31748F20126@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d53b	-	1
kernel MOSAL(1) : file_pgoff = 0x8755	-	1
kernel MOSAL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_iobuf.c[126] : f_iobuf = <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x11ef9	-	1
postfix/cleanup DD105F2009E : message-id = <20060420193748.DD105F2009E@#56#.#207#>	-	1
postfix/cleanup BBDB97F417E : message-id = <20060603100202.BBDB97F417E@#2116#.#207#>	-	1
sshd debug2 : channel <*> : read <*> from efd <*>	-	1
RT Warning! Custom Field does not exist for asset <*> : Memory (GB) (RAS.pm : 447)	-	207
kernel MOSAL(1) : file_pgoff = 0x2d621	-	2
kernel Node <*> DMA : 0*4kB 3*8kB 2*16kB 4*32kBot : low <*> , high <*> , batch <*>	-	1
postfix/cleanup 0543B518D50 : message-id = <20051113151509.0543B518D50@tbird-#206#>	-	1
postfix/cleanup 8226E518561 : message-id = <20051111181505.8226E518561@tbird-#206#>	-	1
postfix/cleanup 84F42518A40 : message-id = <20060404191728.84F42518A40@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10320	-	11
kernel MOSAL(1) : file_pgoff = 0xa418	-	1
kernel MOSAL(1) : file_pgoff = 0x15e1b	-	1
postfix/cleanup 0B9ECF20134 : message-id = <20060510174509.0B9ECF20134@#56#.#207#>	-	1
kernel You probably have a hardware problem with your RAM chips	-	1
kernel MOSAL(1) : file_pgoff = 0x113e7	-	1
kernel MOSAL(1) : file_pgoff = 0x1bdab	-	1
postfix/cleanup AFE28F200A5 : message-id = <20060421231002.AFE28F200A5@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10b7f	-	1
kernel LustreError : Host <*> was unreachable ; the network or that node may be down , or Lustre may be misconfigured.	-	131
kernel MOSAL(1) : file_pgoff = 0x1ab0f	-	1
postfix/cleanup 94C0351897C : message-id = <20060301092824.94C0351897C@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1174c	-	1
postfix/smtp connect to #211#[#212#] : server dropped connection without sending the initial SMTP greeting (port 25)	-	2
port_mgr.x [CONF] : [super] : config interface <*> <*> no shutdown	-	3316
postfix/cleanup 2B994AC409D : message-id = <20060430172539.2B994AC409D@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a719	-	4
hald Timed out waiting for hotplug event <*> Rebasing to <*>	-	45
kernel MOSAL(1) : file_pgoff = 0x16c7a	-	1
kernel MOSAL(1) : file_pgoff = 0x2d8d5	-	1
postfix/cleanup E67B8F20134 : message-id = <20060331164505.E67B8F20134@#56#.#207#>	-	1
postfix/cleanup BAE7C5185B6 : message-id = <20051111181508.BAE7C5185B6@tbird-#206#>	-	1
moab INFO : located parameter <*>	-	8
kernel MOSAL(1) : file_pgoff = 0x112e1	-	1
postfix/cleanup 2E67A518A40 : message-id = <20060404190152.2E67A518A40@tbird-#206#>	-	1
PCI-DMA <*> <*> Using software bounce buffering for IO (SWIOTLB)	-	4
postfix/cleanup 667E6518DE2 : message-id = <20051113061510.667E6518DE2@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1aca9	-	1
postfix/cleanup 78EFAAC4073 : message-id = <20060412224851.78EFAAC4073@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x15416	-	2
kernel MOSAL(1) : file_pgoff = 0x64f6	-	1
postfix/cleanup C7985F200A9 : message-id = <20060416144302.C7985F200A9@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d752	-	25
RT <*> <*> - Scrip <*> (/opt/rt3/lib/RT/Action/SendEmail.pm : 237)	-	4
kernel MOSAL(1) : file_pgoff = 0x2ce93	-	1
kernel MOSAL(1) : file_pgoff = 0xc42a	-	4
kernel Node <*> DMA : 0*4kB 3*8kB 2*16kB 8kB high : 12kB active : 0kB inactive : 0kB present : 16384kB pages_scanned : <*> all_unreclaimable? yes	-	1
sshd debug1 : session_exit_message : release channel <*>	-	1
kernel command = Write (10) <*> <*> <*> <*> <*> <*> <*> <*> <*>	-	185
kernel LustreError : <*> : <*> : (lib-move.c : <*> : <*> Error sending PUT to <*> <*> <*> : <*>	-	5659
kernel MOSAL(1) : file_pgoff = 0xdee7	-	2
kernel MOSAL(1) : file_pgoff = 0xe946	-	13
pbs_mom.real <*> <*> <*>	-	2341
sshd(pam_unix) authentication failure ; logname = uid = <*> euid = <*> tty = NODEVssh ruser = rhost = #56#	-	1
kernel hub <*> : 1.0 : <*> ports detected	-	20464
postfix/cleanup 85AFF518B7C : message-id = <20060515215023.85AFF518B7C@tbird-#206#>	-	1
ib_sm [ib_sm_discovery.c : 1484] : setting local_node <*> : <*> : ad : <*> : <*> : <*> : <*> : <*>	-	7
kernel MOSAL(1) : file_pgoff = 0xa41f	-	1
ib_sm [INFO] : Configuration caused by some ports in INIT state	-	13425
kernel MOSAL(1) : file_pgoff = 0x2d2b3	-	1
kernel Initializing <*>	-	8348
postfix/cleanup 3BA3CAC4073 : message-id = <20060407232705.3BA3CAC4073@tbird-#2124#>	-	1
postfix/cleanup 5378E5181FD : message-id = <20060120221032.5378E5181FD@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cfe2	-	9
kernel <*> pages sharedffffff80110ca7>{child_rip+8} <ffffffffa031f6b0>{ : panfs : pan_sys_thread_launch+0}	-	1
postfix/cleanup 01FC2AC4078 : message-id = <20060628202953.01FC2AC4078@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x10c76	-	3
kernel MOSAL(1) : file_pgoff = 0xe534	-	2
kernel MOSAL(1) : file_pgoff = 0x2d3d6	-	1
kernel MOSAL(1) : file_pgoff = 0x1f13e	-	1
kernel <ffffffffa0480d04>{ : panfs : pan_sock_linux_ <*> hot : low <*> , high <*> , batch <*>	-	1
postfix/cleanup 77ADD864ABE : message-id = <20060709160304.77ADD864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x118ab	-	1
httpd httpd shutdown succeeded	-	9
kernel MOSAL(1) : file_pgoff = 0x2d3a2	-	8
kernel MOSAL(1) : file_pgoff = 0x7082	-	2
kernel No mptable found.	-	4249
kernel PCI : Probing PCI hardware <*> <*>	-	4189
postfix/cleanup C3829AC407A : message-id = <20060428132452.C3829AC407A@tbird-#2124#>	-	1
postfix/cleanup 50608518BD2 : message-id = <20060331065439.50608518BD2@tbird-#206#>	-	1
postfix/cleanup F002B518A1D : message-id = <20060328201545.F002B518A1D@tbird-#206#>	-	1
kernel input : USB HID v1.00 Keyboard [NMB Dell USB 7HK Keyboard] on usb-0000 : <*> : 1d.7-3.2.1	-	2
postfix/cleanup 11932F20132 : message-id = <20060409210703.11932F20132@#56#.#207#>	-	1
kernel <ffffffff80110ca7>{child_rip+8} <ffffffff8014a264>{keventd_create_kthread+0}	-	4
postfix/cleanup 44A0DF2012E : message-id = <20060624082244.44A0DF2012E@#56#.#207#>	-	1
kernel RDX : <*> RSI : 00000100bffb2030 RDI : 000001000725c6e0	-	1
smartd Configuration file /etc/smartd.conf parsed but has no entries (like /dev/hda)	-	1
kernel Lustre : <*> : <*> : (import.c : <*> : ptlrpc_set_import_discon()) <*> : connection lost to <*>	-	333
kernel MOSAL(1) : presto_dp_opt_t[8246] : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_iobuf.c : <*> : MOure = no	-	1
sysstat Calling the system activity data collector (sadc) :	-	2
kernel MOSAL(1) : file_pgoff = 0x2d0a8	-	4
kernel MOSAL(1) : file_pgoff = 0x19397	-	2
sshd <*>	-	4501
kernel megaraid : <*> : 0[255 : 128] , abort from completed list	-	1
kernel MOSAL(1) : file_pgoff = 0x1d775	-	1
sshd debug1 : monitor_child_preauth : <*> has been authenticated by privileged process	-	5
postfix/cleanup 09BE3F2009C : message-id = <20060627204252.09BE3F2009C@#56#.#207#>	-	1
ib_sm.x [ib_sm_sweep.c : 144] : A new IB node <*> was discovered and assigned LID <*>	-	1511
kernel MOSAL(1) : file_pgoff = 0x9888	-	2
kernel MOSAL(1) : file_pgoff = 0x1e25a	-	1
kernel Lustre : Added LNI <*> @tcp [8/256]	-	716
postfix/cleanup 1AD28F20133 : message-id = <20060628170320.1AD28F20133@#56#.#207#>	-	1
mtrr v2.0 (20020519)	-	4
postfix/cleanup 555F93B8003 : message-id = <20060523180000.4E2433B8006@tbird-#2837#>	-	1
kernel MOSAL(1) : alegra_3D_alegr[7931] : mnt_projhift = <*>	-	1
kernel pan_ips : error -- cmd_timeout_task_query : couldn't send task_query 0x2399 (pan_sock : connection reset by peer)	-	2436
kernel MOSAL(1) : file_pgoff = 0xdc6a	-	38
postfix/cleanup B6B45F200A7 : message-id = <20060415150703.B6B45F200A7@#56#.#207#>	-	1
postfix/cleanup 4648A518252 : message-id = <20060208163729.4648A518252@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a450	-	1
ib_sm [ib_sm_discovery.c : 164] : Failed to discover port - GUID = <*> : <*> : ad : <*> : <*> : <*> : ae : <*> , port = <*>	-	2
postfix/cleanup 6DC8EF20126 : message-id = <20060405015502.6DC8EF20126@#56#.#207#>	-	1
kernel <ffffffffa00a68f4>{ : ts_kernel_services : _tsKernelQueueThread+212}	-	1
postfix/cleanup 26076AC4078 : message-id = <20060628141057.26076AC4078@tbird-#2124#>	-	1
postfix/cleanup 619BEF20132 : message-id = <20060410094502.619BEF20132@#56#.#207#>	-	1
kernel objid <*> , caller (rhel_4_amd64/release/build/panfs/fs/client/linux/2.6/pan_kernel_fs_client_page.c : 1619)	-	10
kernel MOSAL(1) : file_pgoff = 0xdda0	-	4
RT <rt-3.6.0-2295-1151342817-1741.1-3-#2556#@#207#> sent To : #7#@localhost (/opt/rt3/lib/RT/Action/SendEmail.pm : 312)	-	1
kernel MOSAL(1) : file_pgoff = 0x7f1a	-	1
postfix/cleanup 1E394518A30 : message-id = <20060331065308.1E394518A30@tbird-#206#>	-	1
postfix/cleanup D16AA51810C : message-id = <20051215114449.D16AA51810C@tbird-#206#>	-	1
postfix/cleanup 1C3C2F200E0 : message-id = <20060423125248.1C3C2F200E0@#56#.#207#>	-	1
cups <*> <*> <*>	-	3
postfix/cleanup 4422D51906B : message-id = <20051114001509.4422D51906B@tbird-#206#>	-	1
ib_sm.x [WARN] : Port <*> : <*> : 6a : <*> : <*> : <*> : <*> : <*> : <*> is <*> while <*> : <*> : 6a : <*> : <*> : <*> : <*> : <*> : <*> is <*>	-	4
kernel MOSAL(1) : file_pgoff = 0x2d47e	-	1
postfix/cleanup 819EAAC4084 : message-id = <20060516174019.819EAAC4084@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0xd2c7	-	1
smokeping RRDs : : update ERROR : opening <*> : No such file or directory	-	2
postfix/cleanup 84CB9F20131 : message-id = <20060407083152.84CB9F20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a096	-	1
postfix/cleanup CB13BF200A6 : message-id = <20060705034255.CB13BF200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x16658	-	1
postfix/cleanup 36361518B0A : message-id = <20060228000300.36361518B0A@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d52f	-	2
postfix/cleanup 99B215194EE : message-id = <20051118164521.99B215194EE@tbird-#206#>	-	1
moab ERROR : unexpected <*> <*> detected	-	2
kernel MOSAL(1) : file_pgoff = 0x1d525	-	1
kernel uhci_hcd <*> : <*> : <*> : irq <*> , io base <*>	-	12455
kernel MOSAL(1) : file_pgoff = 0x2cf65	-	3
kernel kpanfs_thpool : paged_launch+228}	-	1
chsh <*> : account management succeeds for <*>	-	1
postfix/cleanup 0E3AC9A7F0 : message-id = <20060119110202.04B989A7ED@#1223#>	-	1
kernel Swap cache : add <*> , delete <*> , <*> : low <*> , high <*> , batch <*>	-	2
kernel MOSAL(1) : file_pgoff = 0xeba9	-	1
slot101:10.100.253.147 ibstatmon Ism : MAD Send Get PMA Stats Failed for : Spine <*> (port <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x193e1	-	1
kernel MOSAL(1) : file_pgoff = 0x11be7	-	1
kernel MOSAL(1) : req_perm = READ |> MOSAL(1) : need_page_secure = no	-	1
kernel MOSAL(1) : file_pgoff = 0x1717a	-	4
postfix/cleanup 790AE15CD3E : message-id = <20060604100245.4479615CD3F@#2408#>	-	1
CPU3 <*> <*> Intel(R) Xeon(TM) CPU 3.60GHz stepping <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x12228	-	1
kernel MOSAL(1) : file_pgoff = 0xf1b0	-	3
postfix/cleanup 35DD8AC4084 : message-id = <20060309162424.35DD8AC4084@tbird-#2124#>	-	1
postfix/cleanup B01BA518730 : message-id = <20051112011507.B01BA518730@tbird-#206#>	-	1
postfix/cleanup A6C09518A76 : message-id = <20060331065417.A6C09518A76@tbird-#206#>	-	1
modprobe modprobe : Can't locate module <*>	-	1993
kernel MOSAL(1) : file_pgoff = 0xb715	-	1
kernel MOSAL(1) : file_pgoff = 0xbd6b	-	5
postfix/cleanup E1CB0F200A9 : message-id = <20060422122204.E1CB0F200A9@#56#.#207#>	-	1
