ComponentEventTemplate	Label	Count
slot101:10.100.253.143 tIouMonSw Mad Util Send Timeout : LID : <*> QP : <*> timeout = <*>	-	38
kernel MOSAL(1) : file_pgoff = 0x2d652	-	7
postfix/cleanup E7F47AC407B : message-id = <20060516041513.E7F47AC407B@tbird-#2124#>	-	1
postfix/cleanup 20AAAF20131 : message-id = <20060428051003.20AAAF20131@#56#.#207#>	-	1
postfix/cleanup DF2A85181C5 : message-id = <20060118173347.DF2A85181C5@tbird-#206#>	-	1
"kernel pan_kmod : registered subdev 0x78 ( "" PANASAS kernel trace facility "" )"	-	4865
kernel MOSAL(1) : file_pgoff = 0x137fb	-	1
kernel time.c : Lost <*> timer tick(s)! ripe.c : Lost <*> timer tick(s)! rip __do_softirq+0x4d/0xd0)	-	1
kernel MOSAL(1) : file_pgoff = 0x10e55	-	1
kernel MOSAL(1) : file_pgoff = 0xab6e	-	2
sshd <*> : removing ccache file <*>	-	443
kernel MOSAL(1) : file_pgoff = 0x1665e	-	1
postfix/cleanup 1413CAC4074 : message-id = <20060428132853.1413CAC4074@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1e01a	-	1
kernel <ffffffff802d710f>{tcp_send_fin+522} <ffffffff802cceff>{tcp_close+678}	-	2
kernel MOSAL(1) : file_pgoff = 0x2d4c7	-	4
kernel MOSAL(1) : file_pgoff = 0x1a792	-	1
postfix/cleanup 59DB2518109 : message-id = <20051214151423.59DB2518109@tbird-#206#>	-	1
postfix/cleanup 00BC4AC4074 : message-id = <20060430165723.00BC4AC4074@tbird-#2124#>	-	1
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e4 : bf : ba via eth1	-	2
postfix/cleanup D2D7E518E3E : message-id = <20060228000400.D2D7E518E3E@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d322	-	2
kernel MOSAL(1) : file_pgoff = 0x1cc00	-	1
postfix/cleanup 1F848F20126 : message-id = <20060406134903.1968CF20131@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1f3bb	-	40
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e4 : ac : be via eth1	-	1
kernel MOSAL(1) : file_pgoff = 0xb4dd	-	8
postfix/cleanup 3F17C518ABA : message-id = <20051112141506.3F17C518ABA@tbird-#206#>	-	1
dhcpd /etc/dhcpd.conf line <*> : host declarations not allowed here.	-	27
ib_sm.test [INFO] : <*> event loop terminated	-	4
kernel <ffffffff802c9de2>{tcp_sendmsg+0} <ffffffff8015fce5>{cache_alloc_refill+609}	-	12
postfix/cleanup AF864F200A9 : message-id = <20060629184809.AF864F200A9@#56#.#207#>	-	1
kernel Lustre : Changing connection for <*> to <*> <*> <*> @vib	-	1361
sshd <*>	-	4741
ib_sm.x [ib_sm_assign.c : 229] : Set port GUID = <*> , port = <*> DOWN (port prefix fe80000000000000 , subnet_prefix fe80000000	-	1643
kernel MOSAL(1) : file_pgoff = 0x16f02	-	39
kernel MOSAL(4) : r failed (-253 : VAPI_EAGAIN)	-	1
postfix/cleanup 685D0F200A5 : message-id = <20060421200300.685D0F200A5@#56#.#207#>	-	1
postfix/cleanup 9B0FDF200A0 : message-id = <20060412003702.9B0FDF200A0@#56#.#207#>	-	1
sshd debug1 : private host key : <*> type <*> <*>	-	5
kernel MOSAL(1) : file_pgoff = 0xa9d8	-	2
ib_sm [ib_sm_assign.c : 265] : Failed to initialize port - GUID = <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> , port = <*>	-	6
postfix/cleanup 68981F20133 : message-id = <20060629002244.68981F20133@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x619c	-	238
sshd Remote host disconnected : No further authentication methods available.	-	2
sshd Address <*> maps to <*> , but this does not map back to the address - POSSIBLE BREAKIN ATTEMPT!	-	6
dhcpd No subnet declaration for eth1 : <*> ( <*> ).	-	317
kernel MOSAL(1) : file_pgoff = 0x2d664	-	4
mount mount.panfs warning : couldn't ping address #27# : <*> using <*> ,	-	21
postfix/cleanup 4DCBBF20098 : message-id = <20060623090744.4DCBBF20098@#56#.#207#>	-	1
postfix/cleanup 06EB9AC409E : message-id = <20060421221612.06EB9AC409E@tbird-#2124#>	-	1
pbs_server <*> <*> <*> <*> <*> from <*> <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d3f1	-	1
postfix/cleanup 02AEDF200A2 : message-id = <20060629013248.02AEDF200A2@#56#.#207#>	-	1
postfix/cleanup ADAD5121913 : message-id = <20060119110202.ADAD5121913@#1022#>	-	1
ib_sm [ib_sm_bringup.c : 581] : Force port (node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ca , port = <*> , state = 4) to DOWN because (1) 1st sweep or (2) role change.	-	7
kernel MOSAL(1) : file_pgoff = 0x7cbd	-	1
kernel MOSAL(1) : file_pgoff = 0xc0bd	-	8
kernel MOSAL(1) : file_pgoff = 0xb27d	-	2
"(root-20962) Resolved address "" xml : readwrite : <*> "" to a writable configuration source at position <*>"	-	1
kernel MOSAL(1) : file_pgoff = 0x1a21e	-	1
kernel MOSAL(1) : file_pgoff = 0xeba9	-	7
kernel MOSAL(1) : file_pgoff = 0x1a723	-	4
kernel MOSAL(1) : file_pgoff = 0x13b4d	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf04	-	3
kernel MOSAL(1) : file_pgoff = 0x6767	-	1
postfix/cleanup E52C8AC407E : message-id = <20060420193557.E52C8AC407E@tbird-#2124#>	-	1
postfix/cleanup 284B0864ABE : message-id = <20060418131003.284B0864ABE@#56#.#207#>	-	1
kernel pan_ips : error -- task mgmt cmd out , 0x1d7a (IPS : session abort in progress) , err_loc = <*> , rhel_4_amd64/release/build/panfs/ips/pan_ips_wire.c : <*>	-	2
kernel ide : Assuming 33MHz system bus speed for PIO modes ; override with idebus = xx	-	4293
ib_sm.x [WARN] : CLI output failed with error Broken pipe. Exiting thread.	-	1
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e4 : bc : bc via eth1 : unknown lease <*> .	-	3
kernel MOSAL(1) : file_pgoff = 0x29ebd	-	3
kernel MOSAL(1) : file_pgoff = 0x2d406	-	1
ib_sm [ib_sm_bringup.c : 562] : Program port state , node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ab , port = <*> , current state <*> , neighbor node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ab , port = <*> , current state <*>	-	11
rpc.statd STAT_FAIL to /../../../tmp/statd-vulnerable for SM_MON of /../../../tmp/statd-vulnerable	-	3
kernel MOSAL(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_mlock.c[1226] : MOSAL_mlock_iobuf : Failed (MT_EAGAIN) <*> : make_iobuf : MOSAL_iobuf_register failed : va = <*> = <*>	-	2
postfix/cleanup BB0D9F20126 : message-id = <20060424211002.BB0D9F20126@#56#.#207#>	-	1
kernel time.c : Lost <*> timer tick(s)! ftirq+0x4d/0xd0)	-	1
kernel Only one processor found.	-	1
postfix/cleanup ABD145181D1 : message-id = <20060120200228.ABD145181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d68d	-	4
postfix/cleanup 5D037518A3D : message-id = <20060331065449.5D037518A3D@tbird-#206#>	-	1
logger Kickstart : setup the cisco (topspin) ib stack	-	439
kernel MOSAL(1) : file_pgoff = 0x1228f	-	5
kernel MOSAL(1) : file_pgoff = 0x683b	-	2
postfix/cleanup 4E2C7F200A3 : message-id = <20060623160845.4E2C7F200A3@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x18ed3	-	8
kernel MOSAL(1) : file_pgoff = 0xdfdc	-	1
pbs_server stream_eof , connection to <*> dropped (End of File). setting node state to down	-	1555
postfix/cleanup 890FBF200E0 : message-id = <20060423122803.890FBF200E0@#56#.#207#>	-	1
kernel EXT3-fs error (device sda3) : ext3_get_inode_loc : <3>Aborting journal on device sda3.	EXT_FS	1
kernel Node <*> Normal : 38588*4kB 0*8kB 0*16kB 0*32kB 0*64kB 0*128kB 0*256kB 0*512kB 0*1024kB 0*2048kB 0*409ctive : 1940kB present : 7323648kB pages_scanned : <*> all_unreclaimable? no	-	1
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : <*> <*> <*> <*> db via eth1 : unknown lease <*> .	-	12
kernel MOSAL(1) : file_pgoff = 0x16c76	-	5
kernel MOSAL(1) : file_pgoff = 0xfe11	-	1
kernel MOSAL(1) : file_pgoff = 0xdef1	-	1
postfix/cleanup 108FBAC4074 : message-id = <20060430163408.108FBAC4074@tbird-#2124#>	-	1
postfix/cleanup 1AD2CF2012C : message-id = <20060605131720.1AD2CF2012C@#56#.#207#>	-	1
postfix/cleanup 2C471518249 : message-id = <20060208163525.2C471518249@tbird-#206#>	-	1
postfix/cleanup 56BF2518965 : message-id = <20060222232641.56BF2518965@tbird-#206#>	-	1
ib_sm [INFO] : IB SM v3.0	-	3
kernel <*> : va = <*>	-	30729
Node 0 Normal 260*4kB 262*8kB 25*16kB 2*32kB 0*64kB 0*128kB 0*256kB 0*512kB 0*1024kB 0*2048kB 0*4096kB = 3600kB	-	1
postfix/cleanup 3F320518A76 : message-id = <20060414023132.3F320518A76@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x194ca	-	17
kernel <ffffffff802e8e33>{inet_release+77} <ffffffff802a1160>{sock_release+22}	-	5
kernel MOSAL(1) : file_pgoff = 0x2d22d	-	1
postfix/cleanup 233C7518A1D : message-id = <20060328200322.233C7518A1D@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2cf2d	-	2
kernel MOSAL(1) : file_pgoff = 0x1662c	-	32
kernel Kernel command line : initrd = <*> console = tty0 console = ttyS0 , <*> BOOT_IMAGE = <*>	-	491
kernel MOSAL(1) : file_pgoff = 0xcefa	-	2
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e4 : af : bf via eth1	-	2
megaraid <*> : <*> : 128] , abort from completed list	-	2
kernel MOSAL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_iobuf.c[126] : dump iobuf at <*> = no	-	3
kernel Copyright (c) <*> LSI Logic Corporation	-	4010
slot101:10.100.253.143 tIouMonSw Ism : MAD Send Get Port Info Failed for : Spine <*> (port <*>	-	5
postfix/cleanup 69EF0518DE7 : message-id = <20051113061511.69EF0518DE7@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d4f2	-	1
kernel MOSAL(1) : file_pgoff = 0x1cb06	-	1
xfs <*> <*> <*>	-	1
kernel THH(4) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/tptm.c[26ents left)	-	1
kernel MOSAL(1) : file_pgoff = 0x1913b	-	1
ib_sm [ib_sm_discovery.c : 752] : switch lid change , node - GUID = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ba , port = <*> , neighbor (nil) , changing lid from <*> , back to original <*>	-	1
RT <*> <*> <*>	-	6
postfix/cleanup B984051873D : message-id = <20051112011508.B984051873D@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x9d6c	-	77
fsck [/sbin/fsck.ext3 (1) -- /boot] fsck.ext3 -a	-	1
sshd Server listening on <*> <*> port 22.	-	4805
dhcpd DHCPREQUEST for <*> ( <*> ) from <*> : <*> : <*> : e5 : bc : cf via eth1 : unknown lease <*> .	-	5
UTC %RPM0-P : CP %SEC-5-LOGOUT : Exec session is terminated for user on line console	-	1
kernel MOSAL(1) : file_pgoff = 0x1d53b	-	3
sshd debug2 : channel <*> : closing read-efd <*>	-	1
ib_sm [ib_sm_sweep.c : 420] : IB node <*> : <*> : ad : <*> : <*> : <*> : <*> : <*> port <*> had discovery timeout	-	34
kernel MOSAL(1) : file_pgoff = 0x1d6e8	-	2
ib_sm [ib_sm_sweep.c : <*> : No configuration change required	-	23656
kernel MOSAL(1) : file_pgoff = 0x11263	-	1
postfix/cleanup C097D518DC3 : message-id = <20060228000355.C097D518DC3@tbird-#206#>	-	1
postfix/cleanup 1A777864ABE : message-id = <20060701081747.1A777864ABE@#56#.#207#>	-	1
postfix/cleanup 5FBEEF20132 : message-id = <20060411050103.5FBEEF20132@#56#.#207#>	-	1
postfix/cleanup 3672A518A70 : message-id = <20060412190146.3672A518A70@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d8c1	-	1
postfix/cleanup 36BB0F2009C : message-id = <20060707071745.36BB0F2009C@#56#.#207#>	-	1
postfix/cleanup <*> : message-id = <20060227235648.20881518972@tbird-#206#>	-	1
postfix/cleanup 4EE6CF200A3 : message-id = <20060703175316.4EE6CF200A3@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdf09	-	1
postfix/cleanup AA863F200A7 : message-id = <20060415071245.AA863F200A7@#56#.#207#>	-	1
postfix/cleanup 0237F864ABE : message-id = <20060617014314.0237F864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x8082	-	2
RT RT : : Handle = <*> couldn't execute the query 'INSERT INTO ACL (PrincipalId , DelegatedFrom , RightName , ObjectId , PrincipalType , DelegatedBy , ObjectType) VALUES (? , ? , ? , ? , ? , ? , ?)' at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : SimpleQuery('RT : : Handle = <*> , 'INSERT INTO ACL (PrincipalId , DelegatedFrom , RightName , Objec...' , <*> , <*> , 'undef' , <*> , 'Group' , <*> , 'RT : : CustomField' , ...) called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : Insert('RT : : Handle = <*> , 'ACL' , 'PrincipalId' , <*> , 'DelegatedFrom' , <*> , 'RightName' , 'undef' , 'ObjectId' , ...) called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle/mysql.pm line <*> DBIx : : SearchBuilder : : Handle : : mysql : : Insert('RT : : Handle = <*> , 'ACL' , 'PrincipalId' , <*> , 'DelegatedFrom' , <*> , 'RightName' , 'undef' , 'ObjectId' , ...) called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Record.pm line <*> DBI	-	21
kernel MOSAL(1) : file_pgoff = 0x1cc7a	-	1
kernel MOSAL(4) : mnt_projects/sysapps/src/GAIN	-	1
postfix/cleanup 8CCB45181D1 : message-id = <20060120183139.8CCB45181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1d68b	-	1
kernel <ffffffff80303d65>{.text.lock.spinlock+5} <ffffffff802a9763>{dev_queue_xmit+525}	-	1
omsad32 tput : No value for $TERM and no -T specified	-	44
ib_sm [ib_sm_sweep.c : 256] : An existing IB node GUID <*> : <*> : 6a : <*> : <*> : <*> : <*> : ea LID <*> was removed	-	2
kernel MOSAL(1) : file_pgoff = 0x1d6ec	-	1
postfix/cleanup 535B83B8007 : message-id = <20060523180000.47B543B8003@tbird-#2837#>	-	1
postfix/cleanup AA6245182C3 : message-id = <20051111054723.AA6245182C3@tbird-#206#>	-	1
xfs <*>	-	1
kernel MOSAL(1) : file_pgoff = 0x5d67	-	2
kernel MOSAL(1) : file_pgoff = 0x2d68e	-	1
instsvcdrv dcdbas device driver build failed for kernel <*> <*> smp. DKS failed to find kernel source at <*> <*> smp/build. DKS requires kernel source to build device drivers.	-	61
kernel Placing software IO TLB between <*> - <*>	-	4565
postfix/cleanup D6EAD5181D1 : message-id = <20060120131820.D6EAD5181D1@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d185	-	1
kernel MOSAL(1) : file_pgoff = 0x8337	-	4
postfix/cleanup C525A864ABE : message-id = <20060701014805.C525A864ABE@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d68b	-	1
pbs_mom execvp : Permission denied	-	39
kernel MOSAL(1) : file_pgoff = 0xec6b	-	2
postfix/cleanup 6D368864ABE : message-id = <20060616180747.6D368864ABE@#56#.#207#>	-	1
ib_sm [ib_sm_discovery.c : 1256] : Found existing neighbor <*> : <*> : 6a : <*> : <*> : <*> : <*> : <*> , port = <*>	-	17990
kernel MOSAL(1) : file_pgoff = 0x17127	-	2
kernel MOSAL(1) : file_pgoff = 0x2d631	-	58
kernel MOSAL(1) : file_pgoff = 0x89d5	-	1
kernel MOSAL(1) : file_pgoff = 0x19064	-	1
kernel MOSAL(1) : file_pgoff = 0x1123b	-	1
LustreError <*> : <*> : (lib-move.c : <*> : lnet_send()) No route to 12345- <*> @vib (all routers down)	-	5
sshd root login denied for user 'root'.	-	1
kernel MOSAL(1) : file_pgoff = 0x14953	-	1
postfix/cleanup 73F92F200E0 : message-id = <20060621132319.73F92F200E0@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d46d	-	6
postfix/cleanup D0E0C51897F : message-id = <20060228110411.D0E0C51897F@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xdc0c	-	1
kernel <ffffffff802a0ae4>{sock_recvmsg+284} <ffffffff801347ee>{autoremove_wake_function+0}	-	1
postfix/cleanup E3C76F200A9 : message-id = <20060422104002.E3C76F200A9@#56#.#207#>	-	1
kernel aio/1 S 0000010037d44f40 <*> <*> <*> <*> (L-TLB)	-	1
kernel input , hiddev96 : USB HID v1.00 Device [NMB Dell USB 7HK Keyboard] on usb-0000 : <*> : <*>	-	2
kernel MOSAL(1) : file_pgoff = 0x2d694	-	3
ib_sm.x [ib_sm_assign.c : 600] : Failed to set LID to CA = <*> , port = <*>	-	10
kernel MOSAL(1) : file_pgoff = 0x11423	-	1
postfix/cleanup E3036F2012E : message-id = <20060620210259.E3036F2012E@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a7f9	-	2
postfix/cleanup 1F366F20133 : message-id = <20060626195759.1F366F20133@#56#.#207#>	-	1
slot101:10.100.253.143 ibstatmon Ism : MAD Send Get PMA Stats Failed for : Spine <*> (port <*>	-	2
postfix/cleanup 0DC38518630 : message-id = <20051111181512.0DC38518630@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1a6f0	-	1
kernel MOSAL(1) : file_pgoff = 0x2d70f	-	1
kernel MOSAL(1) : file_pgoff = 0xcdb5	-	1
kernel MOSAL(1) : file_pgoff = 0x10023	-	1
postfix/cleanup AFA8B518F8A : message-id = <20060228000406.AFA8B518F8A@tbird-#206#>	-	1
postfix/cleanup 91C42864ABE : message-id = <20060616190807.91C42864ABE@#56#.#207#>	-	1
sshd debug1 : session_open : session <*> : link with channel <*>	-	2
SELinux <*> <*> <*>	-	7
kernel MOSAL(1) : file_pgoff = 0x2d301	-	2
kernel MOSAL(1) : file_pgoff = 0xd992	-	1
kernel time.c : Lost <*> timer tick(s)! rip timer tick(s)! r0x4d/0xd0)	-	1
postfix/cleanup 588A05186A8 : message-id = <20051112004508.588A05186A8@tbird-#206#>	-	1
postfix/cleanup 5BE1FF200A8 : message-id = <20060417011746.5BE1FF200A8@#56#.#207#>	-	1
kernel Call Trace : <*> <*> : page allocation failure. order : <*> , mode : 0x50	-	6
kernel MOSAL(1) : file_pgoff = 0x5d7	-	1
kernel MOSAL(1) : file_pgoff = 0x12706	-	1
login(pam_unix) check pass ; user unknown	-	4
kernel MOSAL(1) : file_pgoff = 0xf8c4	-	1
kernel LustreError : <*> : <*> : (lib-move.c : <*> : <*> Error sending PUT to <*> : <*>	-	6019
kernel MOSAL(1) : file_pgoff = 0x19158	-	1
postfix/cleanup 86615F200A9 : message-id = <20060630052749.86615F200A9@#56#.#207#>	-	1
kernel EXT3-fs error (device sda3) : ext3_journal_start_sb : Detected aborted journal<4>mptscsih : ioc0 : task abort : SUCCESS (sc = 00000101bfc7a080)	-	1
kernel = 11832kB	-	13
kernel MOSAL(1) : file_pgoff = 0x18226	-	1
postfix/cleanup 6C313F200A8 : message-id = <20060417022745.6C313F200A8@#56#.#207#>	-	1
kernel LustreError : Connection to service <*> via nid <*> was lost ; in progress operations using this service #15# wait for recovery to complete.	-	834
postfix/cleanup CAD73F200A6 : message-id = <20060705231243.CAD73F200A6@#56#.#207#>	-	1
kernel per-CPU timeslice cutoff : <*> usecs.	-	4353
postfix/cleanup 08898F200A7 : message-id = <20060415231003.08898F200A7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x16d2c	-	43
distccd job complete	-	228
postfix/cleanup EB94AAC4095 : message-id = <20060501212720.EB94AAC4095@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x13ee4	-	1
kernel MOSAL(1) : file_pgoff = 0x2d4fe	-	2
postfix/cleanup B9B2DF20133 : message-id = <20060627015244.B9B2DF20133@#56#.#207#>	-	1
postfix/cleanup 91012518B8F : message-id = <20060520194700.91012518B8F@tbird-#206#>	-	1
kernel hub 1-3 : 1.0 : hub_port_status failed (err = -110)	-	3
kernel Lustre : An unexpected network error occurred with <*> : <*>	-	3
postfix/cleanup 0A73EF200A3 : message-id = <20060623073744.0A73EF200A3@#56#.#207#>	-	1
RT Adding #2928#@#207# as a Cc	-	1
postfix/cleanup 3CFE2AC4074 : message-id = <20060426220717.3CFE2AC4074@tbird-#2124#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1896a	-	2
postfix/cleanup 4F7E2F200A6 : message-id = <20060705032756.4F7E2F200A6@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x11b97	-	1
kernel MOSAL(1) : file_pgoff = 0x2d5e2	-	5
postfix/cleanup 9D8F5518996 : message-id = <20060305112708.9D8F5518996@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0x2d493	-	3
RT Attempted to rollback a transaction with none in progress at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : EndTransaction('RT : : Handle = HASH(0x1af86c0)' , 'Action' , 'rollback' , 'Force' , 'undef') called at /usr/lib/perl5/site_perl/5.8.5/DBIx/SearchBuilder/Handle.pm line <*> DBIx : : SearchBuilder : : Handle : : Rollback('RT : : Handle = HASH(0x1af86c0)') called at /opt/rt3/lib/RT.pm line <*> RT : : __ANON__('Not a CODE reference at RAS/Asset/AT.pm line 97.\x{a}') called at RAS/Asset/AT.pm line <*> RAS : : Asset : : AT : : access('RAS : : Asset : : AT = HASH(0x505290)' , 'Description' , 'test') called at RAS/Asset/AT.pm line <*> RAS : : Asset : : AT : : Description('RAS : : Asset : : AT = HASH(0x505290)' , 'test') called at ./test_cc.pl line <*> (/opt/rt3/lib/RT.pm : 287)	-	1
kernel MOSAL(1) : file_pgoff = 0x1e072	-	1
kernel MOSAL(1) : file_pgoff = 0x8513	-	2
kernel MOSAL(1) : file_pgoff = 0xdb72	-	3
postfix/cleanup E64965192AE : message-id = <20051116021509.E64965192AE@tbird-#206#>	-	1
kernel MOSAL(1) : file_pgoff = 0xfcfa	-	6
kernel <ffffffffa03108a1>{ : pan_cbfunc+0}	-	1
kernel MOSAL(1) : file_pgoff = 0xa8ba	-	20
kernel MOSAL(1) : file_pgoff = 0xb58b	-	1
kernel panfs exception : at <*> : <*> , 0x5 (Out of memory) , rollback : <*>	-	2
sshd fatal : mm_request_send : write	-	2
kernel MOSAL(1) : mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxsys/obj_host_amd64_custom1_rhel4/mlxsys/mosal_iobuf.c[126] : dump iobuf at <*> at <*> :	-	2
postfix/cleanup 5C9B18F0B9 : message-id = <20060119110202.4B5F38F0B6@#1015#>	-	1
ib_sm [ib_sm_bringup.c : 562] : Program port state , node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ac , port = <*> , current state <*> , neighbor node = <*> : <*> : 6a : <*> : <*> : <*> : <*> : ac , port = <*> , current state <*>	-	11
kernel MOSAL(1) : file_pgoff = 0x5d73	-	1
snmpd Creating directory : /var/net-snmp	-	1
fsck [/sbin/fsck.ext3 (1) -- /boot]	-	3
kernel MOSAL(1) : file_pgoff = 0x1f7f0	-	1
kernel <ffffffff8022e239>{poke_blanked_console+162} <ffffffff80230578>{vt_console_print+727}	-	2
postfix/cleanup 158F7F20126 : message-id = <20060507071827.158F7F20126@#56#.#207#>	-	1
postfix/cleanup 2BD8BF200A7 : message-id = <20060413162203.2BD8BF200A7@#56#.#207#>	-	1
kernel MOSAL(1) : file_pgoff = 0x1ef6f	-	1
kernel 00000101b5f41030 <*> 000001000725d840 00000001802a7617	-	1
kernel sda : sda1 sda2 <*> <*> <*> <*> <*> <*>	-	4299
kernel FAULT code = 0200h	-	4
kernel MOSAL(1) : file_pgoff = 0xb38f	-	4
kernel MOSAL(1) : file_pgoff = 0x29eae	-	3
kernel MOSAL(1) : file_pgoff = 0x1be3e	-	1
kernel <*> writeback : <*> unstable : <*> free : <*> slab : <*> mapped : <*> pagetables : <*>	-	2
postfix/cleanup 4EA52F20138 : message-id = <20060407110702.4EA52F20138@#56#.#207#>	-	1
kernel MOSAL(1) :	-	1
e1000 <*> : <*> <*> e1000_probe : Intel(R) PRO/1000 Network Connection	-	6
kernel MOSAL(1) : file_pgoff = 0x29e33	-	1
